,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,install_clean,size_kb
1905,Angry Birds Classic,GAME,4.4,5566889,97.0,"100,000,000+",Free,0.0,Everyone,Arcade,2018-05-24,7,4.1 and up,100000000,False
1906,Talking Tom Gold Run,GAME,4.6,2698882,78.0,"100,000,000+",Free,0.0,Everyone,Action,2018-07-31,2,4.1 and up,100000000,False
1909,Hill Climb Racing,GAME,4.4,8923818,63.0,"100,000,000+",Free,0.0,Everyone,Racing,2018-07-02,1,4.2 and up,100000000,False
1911,Pixel Art: Color by Number Game,GAME,4.7,1125438,25.0,"10,000,000+",Free,0.0,Everyone,Puzzle,2018-07-17,3,4.3 and up,10000000,False
1912,Shoot Bubble - Fruit Splash,GAME,4.6,29445,29.0,"5,000,000+",Free,0.0,Everyone,Casual,2018-05-11,14,4.0.3 and up,5000000,False
1913,Rider,GAME,4.5,655145,72.0,"10,000,000+",Free,0.0,Teen,Arcade,2017-07-17,1,4.0.3 and up,10000000,False
1918,Helix Jump,GAME,4.2,1500999,33.0,"100,000,000+",Free,0.0,Everyone,Action,2018-04-09,1,4.1 and up,100000000,False
1919,Crossy Road,GAME,4.5,4230886,60.0,"100,000,000+",Free,0.0,Everyone,Action,2018-08-01,3,5.0 and up,100000000,False
1920,Temple Run 2,GAME,4.3,8119154,62.0,"500,000,000+",Free,0.0,Everyone,Action,2018-07-05,1,4.0 and up,500000000,False
1923,Talking Tom Gold Run,GAME,4.6,2698889,78.0,"100,000,000+",Free,0.0,Everyone,Action,2018-07-31,2,4.1 and up,100000000,False
1924,Zombie Catchers,GAME,4.7,990663,75.0,"10,000,000+",Free,0.0,Everyone,Action,2018-05-24,1,4.1 and up,10000000,False
1926,Swamp Attack,GAME,4.4,2119218,70.0,"50,000,000+",Free,0.0,Everyone 10+,Action,2018-06-29,3,4.1 and up,50000000,False
1927,Earn to Die 2,GAME,4.6,1327265,99.0,"50,000,000+",Free,0.0,Teen,Racing,2017-04-12,1,2.3.3 and up,50000000,False
1928,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,184210,99.0,"10,000,000+",Free,0.0,Everyone,Action,2018-07-30,1,4.4 and up,10000000,False
1930,Hungry Shark World,GAME,4.5,1242855,27.0,"50,000,000+",Free,0.0,Teen,Action,2018-07-18,3,4.2 and up,50000000,False
1931,Dude Perfect 2,GAME,4.5,401425,70.0,"10,000,000+",Free,0.0,Everyone,Action,2017-04-12,1,4.0.3 and up,10000000,False
1932,Shadow Fight 2,GAME,4.6,10979062,88.0,"100,000,000+",Free,0.0,Everyone 10+,Action,2018-07-02,1,3.0 and up,100000000,False
1933,Alto's Adventure,GAME,4.6,515657,63.0,"10,000,000+",Free,0.0,Everyone,Action,2018-06-05,1,4.0 and up,10000000,False
1934,DEER HUNTER 2018,GAME,4.3,955656,82.0,"10,000,000+",Free,0.0,Teen,Action,2018-06-26,5,3.0 and up,10000000,False
1937,Cover Fire: offline shooting games for free,GAME,4.7,725897,31.0,"10,000,000+",Free,0.0,Teen,Action,2018-08-03,1,4.1 and up,10000000,False
1938,Anger of stick 5 : zombie,GAME,4.5,549039,23.0,"50,000,000+",Free,0.0,Teen,Action,2018-08-03,1,2.3 and up,50000000,False
1940,Soul Knight,GAME,4.7,292164,59.0,"10,000,000+",Free,0.0,Everyone 10+,Action,2018-08-01,1,4.1 and up,10000000,False
1941,Major Mayhem,GAME,4.6,520962,39.0,"10,000,000+",Free,0.0,Teen,Action,2017-06-28,108,4.0 and up,10000000,False
1942,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54.0,"10,000,000+",Free,0.0,Teen,Action,2017-03-14,3,3.0 and up,10000000,False
1943,Strawberry Shortcake BerryRush,GAME,4.3,525517,48.0,"10,000,000+",Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,1,2.3 and up,10000000,False
1945,Power Rangers Dino Charge,GAME,4.3,194969,30.0,"10,000,000+",Free,0.0,Everyone 10+,Action,2018-01-29,1,4.1 and up,10000000,False
1946,Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66.0,"10,000,000+",Free,0.0,Teen,Action,2017-07-28,2,2.3.3 and up,10000000,False
1947,Agar.io,GAME,4.2,3816799,32.0,"100,000,000+",Free,0.0,Everyone,Action,2018-07-23,2,4.0.3 and up,100000000,False
1948,Zombie Hunter King,GAME,4.3,10538,50.0,"1,000,000+",Free,0.0,Mature 17+,Action,2018-08-01,1,2.3 and up,1000000,False
1950,Battlelands Royale,GAME,4.4,105620,61.0,"1,000,000+",Free,0.0,Everyone 10+,Action,2018-07-16,0,4.1 and up,1000000,False
1951,Once Upon a Tower,GAME,4.7,37139,49.0,"1,000,000+",Free,0.0,Everyone 10+,Action,2018-01-24,8,4.1 and up,1000000,False
1952,TEKKEN™,GAME,4.2,147791,38.0,"5,000,000+",Free,0.0,Teen,Action,2018-07-26,1,5.0 and up,5000000,False
1953,diep.io,GAME,4.1,347883,20.0,"10,000,000+",Free,0.0,Everyone,Action,2018-03-16,1,4.0.3 and up,10000000,False
1956,Dragon Hills,GAME,4.5,354373,66.0,"10,000,000+",Free,0.0,Everyone 10+,Action,2017-10-12,1,4.1 and up,10000000,False
1957,Bus Rush: Subway Edition,GAME,4.1,753043,57.0,"100,000,000+",Free,0.0,Teen,Action,2018-08-01,1,4.0.3 and up,100000000,False
1958,DC Super Hero Girls™,GAME,4.3,43055,95.0,"5,000,000+",Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2,4.0 and up,5000000,False
1961,Runner 3d like,GAME,4.5,559,32.0,"100,000+",Free,0.0,Everyone 10+,Action,2018-08-03,1,4.0 and up,100000,False
1962,War Robots,GAME,4.6,3073251,33.0,"50,000,000+",Free,0.0,Everyone 10+,Action,2018-07-25,4,4.1 and up,50000000,False
1963,Dinosaur Simulator: Dino World,GAME,4.0,26649,66.0,"5,000,000+",Free,0.0,Teen,Action,2018-08-05,1,4.2 and up,5000000,False
1964,GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75.0,"50,000,000+",Free,0.0,Teen,Action,2018-08-01,2,4.0.3 and up,50000000,False
1965,Quiz: Logo game,GAME,4.5,306764,29.0,"10,000,000+",Free,0.0,Everyone,Trivia,2018-08-03,6,4.0.3 and up,10000000,False
1969,Helix Jump,GAME,4.2,1500622,33.0,"100,000,000+",Free,0.0,Everyone,Action,2018-04-09,1,4.1 and up,100000000,False
1970,8 Ball Pool,GAME,4.5,14201604,52.0,"100,000,000+",Free,0.0,Everyone,Sports,2018-07-31,4,4.0.3 and up,100000000,False
1971,Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50.0,"10,000,000+",Free,0.0,Everyone,Arcade,2018-07-20,2,4.0.3 and up,10000000,False
1972,Bubble Shooter,GAME,4.5,148990,46.0,"10,000,000+",Free,0.0,Everyone,Casual,2018-07-17,1,4.0.3 and up,10000000,False
1974,Bubble Shooter Genies,GAME,4.5,26985,41.0,"5,000,000+",Free,0.0,Everyone,Casual,2018-06-04,1,4.0.3 and up,5000000,False
1975,Blossom Blast Saga,GAME,4.5,1125438,63.0,"10,000,000+",Free,0.0,Everyone,Casual,2018-07-05,57,4.0.3 and up,10000000,False
1976,Traffic Racer,GAME,4.5,5387781,53.0,"100,000,000+",Free,0.0,Everyone,Racing,2018-02-27,2,4.1 and up,100000000,False
1977,Hill Climb Racing,GAME,4.4,8923847,63.0,"100,000,000+",Free,0.0,Everyone,Racing,2018-07-02,1,4.2 and up,100000000,False
1978,Earn to Die 2,GAME,4.6,1327269,99.0,"50,000,000+",Free,0.0,Teen,Racing,2017-04-12,1,2.3.3 and up,50000000,False
1980,Candy Bomb,GAME,4.4,42145,20.0,"10,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-07-04,2,4.0.3 and up,10000000,False
1982,Zombie Catchers,GAME,4.7,990796,75.0,"10,000,000+",Free,0.0,Everyone,Action,2018-05-24,1,4.1 and up,10000000,False
1983,Gems or jewels ?,GAME,4.7,171448,13.0,"10,000,000+",Free,0.0,Teen,Puzzle,2018-08-03,1,4.0 and up,10000000,False
1984,Angry Birds Rio,GAME,4.4,2610680,46.0,"100,000,000+",Free,0.0,Everyone,Arcade,2018-07-03,2,4.1 and up,100000000,False
1985,Candy Crush Jelly Saga,GAME,4.3,1300619,78.0,"50,000,000+",Free,0.0,Everyone,Puzzle,2018-07-20,2,4.0 and up,50000000,False
1986,Cut the Rope FULL FREE,GAME,4.4,2123793,49.0,"100,000,000+",Free,0.0,Everyone,Puzzle,2018-07-05,3,4.1 and up,100000000,False
1988,Hungry Shark Evolution,GAME,4.5,6074627,100.0,"100,000,000+",Free,0.0,Teen,Arcade,2018-07-25,6,4.1 and up,100000000,False
1990,Angry Birds Classic,GAME,4.4,5566908,97.0,"100,000,000+",Free,0.0,Everyone,Arcade,2018-05-24,7,4.1 and up,100000000,False
1993,Jewels classic Prince,GAME,4.4,47644,15.0,"5,000,000+",Free,0.0,Everyone,Puzzle,2018-06-15,2,4.0 and up,5000000,False
1994,Fruit Block - Puzzle Legend,GAME,4.6,125647,33.0,"10,000,000+",Free,0.0,Everyone,Casual,2018-07-23,60,4.1 and up,10000000,False
1996,Swamp Attack,GAME,4.4,2119235,70.0,"50,000,000+",Free,0.0,Everyone 10+,Action,2018-06-29,3,4.1 and up,50000000,False
1997,1LINE – One Line with One Touch,GAME,4.6,214878,10.0,"10,000,000+",Free,0.0,Everyone,Board,2018-08-03,2,4.1 and up,10000000,False
1998,Stick War: Legacy,GAME,4.6,811040,77.0,"10,000,000+",Free,0.0,Teen,Strategy,2018-05-10,1,4.4 and up,10000000,False
2001,Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,"5,000,000+",Free,0.0,Everyone,Puzzle,2018-04-13,2,2.3.3 and up,5000000,False
2003,Pixel Art: Color by Number Game,GAME,4.7,1125566,25.0,"10,000,000+",Free,0.0,Everyone,Puzzle,2018-07-17,3,4.3 and up,10000000,False
2005,Super Jabber Jump 3,GAME,4.3,34494,23.0,"5,000,000+",Free,0.0,Everyone 10+,Arcade,2018-07-11,2,2.3 and up,5000000,False
2006,Rush,GAME,4.6,260651,51.0,"10,000,000+",Free,0.0,Everyone,Arcade,2018-02-14,1,4.0 and up,10000000,False
2007,Jetpack Joyride,GAME,4.4,4638163,96.0,"100,000,000+",Free,0.0,Everyone 10+,Arcade,2018-07-19,1,4.1 and up,100000000,False
2011,Farm Heroes Saga,GAME,4.4,7614407,70.0,"100,000,000+",Free,0.0,Everyone,Casual,2018-07-26,5,2.3 and up,100000000,False
2012,Racing in Car 2,GAME,4.3,234110,38.0,"50,000,000+",Free,0.0,Everyone,Racing,2016-11-22,1,2.3.3 and up,50000000,False
2013,Dog Run - Pet Dog Simulator,GAME,4.7,48615,24.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1,4.1 and up,10000000,False
2015,Candy Bomb,FAMILY,4.4,42145,20.0,"10,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-07-04,2,4.0.3 and up,10000000,False
2016,ROBLOX,FAMILY,4.5,4449910,67.0,"100,000,000+",Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2,4.1 and up,100000000,False
2017,Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-07-23,1,4.0.3 and up,1000000,False
2018,Coloring & Learn,FAMILY,4.4,12753,51.0,"5,000,000+",Free,0.0,Everyone,Educational;Creativity,2018-07-17,1,4.0.3 and up,5000000,False
2019,Mahjong,FAMILY,4.5,33983,22.0,"5,000,000+",Free,0.0,Everyone,Puzzle;Brain Games,2018-08-02,1,4.0.3 and up,5000000,False
2021,Toy Pop Cubes,FAMILY,4.5,5761,21.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-07-04,1,4.0.3 and up,1000000,False
2022,Educational Games 4 Kids,FAMILY,4.3,11618,39.0,"5,000,000+",Free,0.0,Everyone,Educational;Education,2018-04-03,2,4.1 and up,5000000,False
2023,Candy Pop Story,FAMILY,4.7,12948,23.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-05-24,2,2.3 and up,1000000,False
2024,Solitaire,FAMILY,4.4,685,26.0,"100,000+",Free,0.0,Everyone,Card;Brain Games,2018-07-16,1,4.1 and up,100000,False
2025,Princess Coloring Book,FAMILY,4.5,9779,39.0,"5,000,000+",Free,0.0,Everyone,Education;Creativity,2018-02-25,1,4.0 and up,5000000,False
2026,Hello Kitty Nail Salon,FAMILY,4.2,369378,24.0,"50,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2018-04-17,1,4.1 and up,50000000,False
2027,Candy Smash,FAMILY,4.5,11436,15.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-04-17,2,4.0.3 and up,1000000,False
2028,Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,"500,000+",Free,0.0,Everyone,Casual;Brain Games,2018-02-01,1,4.0.3 and up,500000,False
2029,Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1,4.1 and up,10000000,False
2030,Princess Adventures Puzzles,FAMILY,4.4,382,44.0,"500,000+",Free,0.0,Everyone,Education;Creativity,2018-08-01,1,2.3 and up,500000,False
2031,Kids Educational Game 3 Free,FAMILY,4.3,24936,38.0,"5,000,000+",Free,0.0,Everyone,Educational;Education,2018-05-16,3,4.1 and up,5000000,False
2032,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52.0,"1,000,000+",Free,0.0,Everyone,Educational;Brain Games,2018-07-18,1,4.1 and up,1000000,False
2033,Coloring book moana,FAMILY,3.9,974,14.0,"500,000+",Free,0.0,Everyone,Art & Design;Pretend Play,2018-01-15,2,4.0.3 and up,500000,False
2035,Kids Educational :All in One,FAMILY,4.5,1455,8.9,"500,000+",Free,0.0,Everyone,Education;Education,2018-02-01,2,2.3 and up,500000,False
2037,Toca Kitchen 2,FAMILY,4.5,1014822,56.0,"50,000,000+",Free,0.0,Everyone,Educational;Pretend Play,2017-06-29,1,4.1 and up,50000000,False
2039,Learn To Draw Glow Flower,FAMILY,4.4,7320,10.0,"1,000,000+",Free,0.0,Everyone,Entertainment;Education,2017-07-07,1,4.0.3 and up,1000000,False
2041,Bubble Shooter,FAMILY,4.4,59843,20.0,"5,000,000+",Free,0.0,Everyone,Puzzle;Brain Games,2018-01-09,2,2.3 and up,5000000,False
2042,Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10.0,"1,000,000+",Free,0.0,Everyone,Casual;Education,2018-08-05,1,4.0.3 and up,1000000,False
2043,Baby puzzles,FAMILY,4.3,11950,19.0,"5,000,000+",Free,0.0,Everyone,Educational;Education,2018-07-12,6,4.0.3 and up,5000000,False
2044,Garden Fruit Legend,FAMILY,4.6,4289,33.0,"500,000+",Free,0.0,Everyone,Casual;Brain Games,2018-07-31,3,4.0.3 and up,500000,False
2045,Barbie™ Fashion Closet,FAMILY,4.1,68286,85.0,"10,000,000+",Free,0.0,Everyone,Casual;Creativity,2018-07-30,1,4.1 and up,10000000,False
2046,Candy Day,FAMILY,4.5,11716,48.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-08-03,8,4.0 and up,1000000,False
2047,Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6,"1,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2017-07-14,1,4.0.3 and up,1000000,False
2049,Barbie Magical Fashion,FAMILY,4.0,328619,15.0,"10,000,000+",Free,0.0,Everyone,Casual;Creativity,2017-10-06,2,4.1 and up,10000000,False
2051,Piano Kids - Music & Songs,FAMILY,4.6,46741,50.0,"10,000,000+",Free,0.0,Everyone,Music;Music & Video,2018-08-03,1,4.0.3 and up,10000000,False
2052,Farming Simulator 14,FAMILY,4.5,530854,51.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1,2.3.3 and up,10000000,False
2053,Educational Games for Kids,FAMILY,4.5,7050,24.0,"1,000,000+",Free,0.0,Everyone,Educational;Education,2018-05-27,2,4.0 and up,1000000,False
2054,No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13.0,"10,000,000+",Free,0.0,Everyone,Entertainment;Brain Games,2018-07-29,1,4.1 and up,10000000,False
2055,Fruit Boom,FAMILY,4.4,17753,16.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,2018-05-25,2,4.0.3 and up,1000000,False
2058,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,"100,000+",Free,0.0,Everyone 10+,Educational;Education,2018-07-27,1,4.4 and up,100000,False
2059,Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15.0,"5,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2017-11-06,1,4.1 and up,5000000,False
2060,Rhythm Patrol,FAMILY,4.3,4207,26.0,"100,000+",Free,0.0,Everyone,Music;Music & Video,2018-07-23,2,4.1 and up,100000,False
2061,Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81.0,"10,000+",Free,0.0,Everyone,Educational;Education,2018-07-18,1,5.0 and up,10000,False
2062,Toca Mystery House,FAMILY,4.2,96,79.0,"5,000+",Paid,3.99,Everyone,Educational;Creativity,2018-06-14,1,4.4 and up,5000,False
2066,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,"1,000,000+",Free,0.0,Everyone,Educational;Education,2018-03-21,2,4.1 and up,1000000,False
2067,Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,"5,000,000+",Free,0.0,Everyone,Educational;Brain Games,2018-07-12,8,4.0.3 and up,5000000,False
2068,Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,"1,000,000+",Free,0.0,Everyone,Educational;Pretend Play,2018-03-23,1,4.1 and up,1000000,False
2069,LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,91.0,"1,000,000+",Free,0.0,Everyone,Arcade;Pretend Play,2018-07-31,1,4.1 and up,1000000,False
2070,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,"1,000,000+",Free,0.0,Everyone,Educational;Education,2018-07-16,2,4.1 and up,1000000,False
2071,Henry Danger Crime Warp,FAMILY,4.6,9626,28.0,"1,000,000+",Free,0.0,Everyone,Action;Action & Adventure,2018-02-07,1,4.4 and up,1000000,False
2073,Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56.0,"500,000+",Free,0.0,Everyone,Education;Education,2018-06-02,5,5.0 and up,500000,False
2074,Fruit Cube Blast,FAMILY,4.6,9199,80.0,"500,000+",Free,0.0,Everyone,Puzzle;Brain Games,2018-08-03,1,4.1 and up,500000,False
2075,Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60.0,"1,000,000+",Free,0.0,Everyone,Education;Education,2018-07-06,7,4.0.3 and up,1000000,False
2077,Intellijoy Early Learning Academy,FAMILY,4.3,160,67.0,"50,000+",Free,0.0,Everyone,Education;Education,2018-06-18,3,Varies with device,50000,False
2078,Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,"1,000,000+",Free,0.0,Everyone,Education;Pretend Play,2018-07-24,1,4.1 and up,1000000,False
2079,Leo and Tig,FAMILY,4.5,47644,27.0,"1,000,000+",Free,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,10,4.0.3 and up,1000000,False
2081,Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,"100,000+",Free,0.0,Everyone 10+,Simulation;Pretend Play,2018-08-06,149,4.1 and up,100000,False
2082,Montessori Preschool,FAMILY,3.9,237,26.0,"100,000+",Free,0.0,Everyone,Education;Education,2018-07-12,1,4.1 and up,100000,False
2083,Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46.0,"500,000+",Free,0.0,Everyone,Educational;Brain Games,2018-07-16,1,4.1 and up,500000,False
2084,Cutie Cubies,FAMILY,4.4,6356,83.0,"500,000+",Free,0.0,Everyone,Puzzle;Creativity,2018-07-04,1,4.1 and up,500000,False
2085,My Little Princess : Stores,FAMILY,4.3,169,60.0,"5,000+",Paid,2.99,Everyone,Educational;Pretend Play,2018-05-25,1,4.1 and up,5000,False
2086,Sago Mini Big City,FAMILY,4.2,8,44.0,"1,000+",Paid,3.99,Everyone,Education;Pretend Play,2018-07-09,1,4.4 and up,1000,False
2087,Pinkalicious Party,FAMILY,3.0,2,82.0,500+,Paid,2.99,Everyone,Educational;Creativity,2018-06-25,1,4.1 and up,500,False
2088,ROBLOX,FAMILY,4.5,4450855,67.0,"100,000,000+",Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2,4.1 and up,100000000,False
2091,Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1,4.1 and up,10000000,False
2092,Moana Island Life,FAMILY,4.1,15246,78.0,"1,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-12,3,4.0 and up,1000000,False
2095,Farming Simulator 14,FAMILY,4.5,530904,51.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1,2.3.3 and up,10000000,False
2096,My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94.0,"1,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1,4.1 and up,1000000,False
2097,My Little Pony Rainbow Runners,FAMILY,4.3,33785,16.0,"5,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1,4.1 and up,5000000,False
2098,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,"500,000+",Free,0.0,Everyone,Racing;Action & Adventure,2017-08-31,1,4.1 and up,500000,False
2099,Cars: Lightning League,FAMILY,4.5,58795,77.0,"10,000,000+",Free,0.0,Everyone,Racing;Action & Adventure,2018-05-21,1,4.0.3 and up,10000000,False
2100,Little Panda Run,FAMILY,4.2,3235,32.0,"1,000,000+",Free,0.0,Everyone,Educational;Action & Adventure,2018-06-20,8,4.0.3 and up,1000000,False
2101,Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58.0,"1,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,3,4.4 and up,1000000,False
2102,Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48.0,"100,000+",Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1,4.2 and up,100000,False
2103,Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69.0,"50,000+",Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1,4.2 and up,50000,False
2104,LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73.0,"50,000,000+",Free,0.0,Everyone,Educational;Action & Adventure,2018-01-19,6,4.1 and up,50000000,False
2105,Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99.0,"500,000+",Free,0.0,Everyone,Racing;Action & Adventure,2017-08-23,1,4.1 and up,500000,False
2106,Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16.0,"10,000,000+",Free,0.0,Everyone,Racing;Action & Adventure,2017-11-22,1,4.1 and up,10000000,False
2107,Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54.0,"500,000+",Free,0.0,Everyone 10+,Arcade;Action & Adventure,2018-08-02,1,4.0.3 and up,500000,False
2108,Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56.0,"1,000,000+",Free,0.0,Everyone,Entertainment;Action & Adventure,2017-03-07,1,4.0 and up,1000000,False
2109,Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68.0,"10,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1,4.1 and up,10000000,False
2110,Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25.0,"1,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2018-03-28,1,4.1 and up,1000000,False
2112,PAC-MAN Pop,FAMILY,4.3,24877,54.0,"5,000,000+",Free,0.0,Everyone,Puzzle;Action & Adventure,2018-06-20,2,4.1 and up,5000000,False
2113,Monster Truck Driver & Racing,FAMILY,4.4,765,51.0,"1,000,000+",Free,0.0,Everyone,Education;Action & Adventure,2017-01-19,1,2.3 and up,1000000,False
2116,Little Fire Station,FAMILY,4.2,3762,44.0,"1,000,000+",Free,0.0,Everyone,Education;Action & Adventure,2018-07-02,1,4.3 and up,1000000,False
2117,Ice Cream Jump,FAMILY,4.2,141363,8.7,"10,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2018-01-21,1,2.3 and up,10000000,False
2119,Turbo FAST,FAMILY,4.3,1329192,97.0,"50,000,000+",Free,0.0,Everyone,Racing;Action & Adventure,2017-10-04,2,2.3.3 and up,50000000,False
2120,My Little Pony: Harmony Quest,FAMILY,4.1,148295,26.0,"10,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1,4.1 and up,10000000,False
2121,Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16.0,"5,000,000+",Free,0.0,Everyone,Adventure;Action & Adventure,2018-07-05,1,4.1 and up,5000000,False
2125,Disney Crossy Road,FAMILY,4.5,514088,83.0,"10,000,000+",Free,0.0,Everyone,Arcade;Action & Adventure,2018-05-30,3,4.4 and up,10000000,False
2126,Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78.0,"1,000,000+",Free,0.0,Everyone,Racing;Action & Adventure,2017-05-18,1,2.3.3 and up,1000000,False
2127,Toca Kitchen 2,FAMILY,4.5,1014846,56.0,"50,000,000+",Free,0.0,Everyone,Educational;Pretend Play,2017-06-29,1,4.1 and up,50000000,False
2128,Doctor Pets,FAMILY,4.2,23060,21.0,"1,000,000+",Free,0.0,Everyone,Educational;Education,2018-07-26,1,4.1 and up,1000000,False
2129,Supermarket – Game for Kids,FAMILY,4.4,112080,26.0,"10,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2018-07-26,1,4.1 and up,10000000,False
2130,Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60.0,"1,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2017-10-11,2,4.0 and up,1000000,False
2131,Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22.0,"10,000,000+",Free,0.0,Everyone,Educational;Brain Games,2018-06-16,18,4.2 and up,10000000,False
2136,Monster High™,FAMILY,4.1,66661,22.0,"5,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5,4.1 and up,5000000,False
2137,Cute Pet Puppies,FAMILY,4.0,10447,36.0,"1,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,2016-02-18,1,2.3 and up,1000000,False
